num_distr,mouse.time,,,
5,1.9166053,,,
5,1.7828913,,X1,5
5,1.4341442,,X2,10
5,2.1484678,,Y1,1.8974657
5,1.3768626,,Y2,2.208660219
5,1.7667731,,,
5,1.5999628,,SLOPE,0.062238904
5,1.9531279,,,
5,1.5935983,,,
5,1.5972863,,,
5,2.0087571,,,
5,1.5436326,,,
5,1.8387471,,,
5,1.5134695,,,
5,1.6152864,,,
5,2.1401756,,,
5,2.0094398,,,
5,1.7951029,,,
5,1.6626393,,,
5,2.3672041,,,
5,2.2560905,,,
5,1.832214,,,
5,2.4322785,,,
5,1.9480163,,,
5,1.4147331,,,
5,1.0230571,,,
5,2.1851838,,,
5,1.8401314,,,
5,1.597779,,,
5,1.7499765,,,
5,1.7448584,,,
5,1.8787285,,,
5,2.0009006,,,
5,1.4249134,,,
5,1.4960217,,,
5,1.9677269,,,
5,2.1922008,,,
5,1.7993706,,,
5,1.8008037,,,
5,1.4987847,,,
5,1.9504264,,,
5,1.7426031,,,
5,2.364283,,,
5,4.6999637,,,
5,1.4679144,,,
5,1.3267741,,,
5,2.899451,,,
5,1.2738032,,,
5,1.0852348,,,
5,2.0562278,,,
5,1.1337922,,,
5,2.4489555,,,
5,1.4326895,,,
5,1.8504366,,,
5,1.3917076,,,
5,1.1167532,,,
5,1.6639553,,,
5,1.3275588,,,
5,1.6342686,,,
5,1.9961451,,,
5,1.6670934,,,
5,1.9829724,,,
5,1.267561,,,
5,1.3208521,,,
5,2.0032368,,,
5,4.4838205,,,
5,2.3473569,,,
5,3.6595732,,,
5,1.5410851,,,
5,1.95904,,,
5,4.0977971,,,
5,1.544094,,,
5,1.4321569,,,
5,1.9783525,,,
5,1.4320964,,,
5,1.6263632,,,
5,1.7846674,,,
5,2.3768463,,,
5,2.115205,,,
5,2.4766816,,,
5,1.8821931,,,
5,1.6479845,,,
5,2.332361,,,
5,1.665963,,,
5,3.2685127,,,
5,1.3401031,,,
5,2.8483048,,,
5,1.5414527,,,
5,2.5346999,,,
5,1.5164883,,,
5,2.0041738,,,
5,1.7627912,,,
5,2.8130271,,,
5,1.9486675,,,
5,1.8123214,,,
5,1.2980244,,,
5,1.4114346,,,
5,1.4635157,,,
5,1.3141856,,,
5,1.9294446,,,
5,1.6006475,,,
10,4.4327779,,,
10,2.5723179,,,
10,3.353071,,,
10,1.5261594,,,
10,2.3774434,,,
10,3.2311644,,,
10,2.7460655,,,
10,3.6285096,,,
10,1.9351337,,,
10,2.6722797,,,
10,1.9016525,,,
10,2.2466451,,,
10,1.353062,,,
10,1.8309829,,,
10,3.0442618,,,
10,2.3229682,,,
10,1.3592788,,,
10,3.2324071,,,
10,1.7540806,,,
10,1.5732185,,,
10,1.9092583,,,
10,1.6283194,,,
10,2.1685351,,,
10,1.9658605,,,
10,1.444674,,,
10,2.2976843,,,
10,1.8238107,,,
10,2.5789325,,,
10,4.6205938,,,
10,2.5485671,,,
10,5.6701753,,,
10,1.5574302,,,
10,2.8382025,,,
10,1.8094383,,,
10,1.6963893,,,
10,2.0622949,,,
10,1.3305918,,,
10,1.7172969,,,
10,1.1860073,,,
10,2.6998199,,,
10,1.9377422,,,
10,2.0768703,,,
10,1.4870462,,,
10,2.4005232,,,
10,1.120776,,,
10,3.0100793,,,
10,2.2116511,,,
10,1.7303971,,,
10,1.2878958,,,
10,2.1281045,,,
10,3.758818,,,
10,1.6850199,,,
10,2.6368221,,,
10,2.3764867,,,
10,2.2932766,,,
10,1.6711323,,,
10,1.4365528,,,
10,1.9869452,,,
10,1.6769936,,,
10,2.5157963,,,
10,3.4884568,,,
10,1.8366661,,,
10,2.2627136,,,
10,1.4276797,,,
10,1.6945483,,,
10,4.1182102,,,
10,1.5035517,,,
10,2.7512326,,,
10,1.8868796,,,
10,1.2316073,,,
10,3.2533849,,,
10,3.1621311,,,
10,2.0695179,,,
10,1.865223,,,
10,1.7281727,,,
10,1.9814477,,,
10,2.3034119,,,
10,2.2850364,,,
10,3.4034796,,,
10,1.5961555,,,
10,2.1418007,,,
10,1.4716721,,,
10,2.9115397,,,
10,3.1630898,,,
10,1.8699779,,,
10,2.188103,,,
10,2.6262469,,,
10,1.7544759,,,
10,1.2026929,,,
10,1.5708252,,,
10,2.1877458,,,
10,1.5044519,,,
10,2.2569573,,,
10,1.6121844,,,
10,2.436627,,,
10,1.7030906,,,
10,1.2043227,,,
10,1.8441132,,,
10,1.0816468,,,
